CODIGO,DESCRIPCION,PVP,PVD
130029-B,PLACA BLANCA TOMA DOBLE PT INTEGRAL,697,597
13051-U,"Socket fluorescente rapid Start, marca l",731,622
130920BL,Lampara de colgar bomba vidrio P20 socket E27. 120V.,285513,242252
130925BL,Lampara de colgar bomba vidrio P25 socket E27. 120V.,294471,249849
130930BL,Lampara de colgar bomba vidrio P30 socket E27 120V.,348571,295765
1309815BL,Luminaria tipo bomba color blanco opalizada P15.,218269,185202
1309825AM,Lampara bola P25. Ambar.,337311,286202
1356,Bombillo Vela LED 4W Pico Loro Filamento 2700ï½°K. Dim. 120V E-27.,22866,19395
139830DOAM,Luminaria tipo bomba P30 color amarillo. Transparente.,337304,286197
13S2000,Breaker enchufable 20 amp.,22010,18675
13S2200,Breaker enchufable 2x20 amp.,54891,46580
13S2300,Breaker enchufable 2x30 amp.,60815,51605
13S2400,Breaker enchufable 2x40.,28387,24084
13VD1-3,Lens 1/3 In. Zm 1.6-3.4MM F1.4-360 AI DC Drive.,522504,443336
13VD2.8-12,Lens 1/3 In. Zm 2.8-12MM F1.4-360 AI,298571,253336
14000,Interuptor Sencillo marca VIMAR Italiano,5782,4908
14000.0-00,"Resistencia semiconductora 15W,AC/DC 120 a 240V.",34,34
14000.2,Vimar,8,8
14001.0-00,Resistencia Calefactora HG140 30W. Stego.,116437,98790
14003.0-00,Resistencia calefactora para 45W. Stego,104294,88487
14003.0-00.,Resistencia calefactora para 45W.Stego.,115143,97697
14004,Interruptor conmutable marca VIMAR Itali,7647,6496
14005.0-00,Resistencia Calefactora HG140 60W.Stego.,138571,117580
14007.0-00,Resistencia semiconductora 100W. AC/DC 120 a 240V.,200000,169697
14008,Timbre pulsador marca VIMAR Italiano,6689,5681
14013,Interruptor cruzado 1P 16AX. 4 vias.,17387,14748
14021.L,Timbre pulsador con simbolo de luz,2235,1899
14022,Tecla iluminable para interruptor de 2 modulos.Vimar,2924,2479
14023,Tecla 3M iluminable en anillo.,4613,3916
14041,Modulo ciego marca VIMAR Italiano,1731,1471
14044,Modulo de salida de cable.Vimar,3613,3067
14087,Interruptor sencillo. 16A. con LLave.,55588,47168
14147,Dimmer marca VIMAR Italiano,62303,52866
14154,Variador o Dimmer 230V 60-500W/VA +pulsador,85899,72882
14182,Interruptor o sensor de movimiento  Infrarojo para luces 120V.,171471,145496
14188S,Modulo Duplex.,31882,27050
14245,Toma Americana con tierra marca VIMAR It,10882,9235
14246,Toma doble toma Americana con polo a tierra marca Vimar.,24017,20378
1425-NI,Spot halogeno Nickel,10966,9311
14296,Toma doble toma Americana con polo a tierra GFCI marca Vimar.,50555,42891
14318,Toma TV tipo F marca VIMAR Italiano,16008,13580
14320,Toma Telefono RJ11 marca VIMAR Italiano,26815,22756
14327.00,"terminal hembra 1/4""' AWG 18-14 laton. con retenedor.sueltos marca UP",118,101
14339.1,Toma RJ45 marca VIMAR Italiano.,22487,19084
14372,Timbre 120V.50-60 Hz,8,8
14377,Zumbador 120V.50-60 Hz,8,8
14404.06,Interruptor MT  1P C6 120-230V,8,8
14404.10,Interruptor MT 1P C10 120-230V,8,8
14404.16,Interruptor MT. 1P C16 120-230V,8,8
14405.06,Interruptor Mt. 1P +N C6 120-230V,8,8
14405.10,Interruptor Mt 1p+N C10 120-230V,8,8
14405.16,Interruptor MT 1P+N C16 120-230V,8,8
14411.10,Interruptor MT Dif. 1P+N C10 10mA,8,8
144120BF,Interruptor sencillo astral ultra,4471,3790
144121BF,Interruptor doble astral ulta,6328,5370
144122-BF,Interruptor Triple Ultra 10 AMP/127 VOLT,9050,7681
144123BF,Interruptor sencillo conmutable  astral ultra,4958,4202
144124BF,Interruptor doble conmutable astral ultra,8950,7597
144126BF,Pulsador timbre astral ultra,4782,4059
144129-BF,INTERRUPTOR Y TOMA C/POLO  TIERRA ULTRA 10/15 AMP/127 VOLT,6966,5908
144136BF,Zumbador astral ultra,8017,6798
144160B,Placa sencilla Astral Blanca,2403,2042
144161,Placa Doble  Astral Blanca,2403,2042
144183B,Interruptor Sencillo 10A/127V. Fuga.,4420,3748
144184B,Interruptor Doble 10A/127V. Fuga.,6387,0
144185B,Interruptor Triple 10A/127V. Fuga.,9748,0
144186B,Interruptor Sencillo Conmutable 10A/127V. Fuga.,5210,0
144206-BF,INTERRUPTOR TRIPLE CONMUTABLE,17412,14773
144309,Toma doble 20AM ASTRAL,6756,5731
144312,Placa intemperie astral,2613,2218
144321B,Toma doble integral c/p astral ultra,4941,4193
144322B,Toma telefono sencillo astral ultra,4471,3790
144323-B,TOMA TELEFONO AMERICANA DOBLE 4 HILOS ULTRA,6286,5336
144324B,Toma coaxial astral ultra,3622,3076
144332B,Tomacorriente doble integral C/P tierra 15A/127V. Fuga.,5210,0
144380B,Dimmer Spazio Placa Blanca.,13210,11210
144391B,Toma GFCI,38303,32496
144436NM,Salida cordon nova negro mate.,17235,14622
1459104,Medidor electromecanico 100 Amp.,0,0
14602,Soporte para caja de 2 modulos,2664,2261
14613,Soporte 3 modulos.  VIMAR Italiano,2244,1908
14613.G,Soporte 3 modulos color gris.,1714,1454
14614,Soporte 4 modulos. Vimar.,4555,3866
14617,Soporte 7 modulos VIMAR.,5924,5025
14620,Soporte 14 Modulos + Tornillos.,16966,14395
14621,Soporte 21 Modulos + Tornillos.,0,0
14626,Soporte 1M para paneles,2210,1874
14635,Soporte orientable 1M,8,8
14637,Adaptador para soporte orientable,8,8
14642.01,Plate 2M White,4328,3672
14642.02,Placa 2M Marfil,3521,2992
14642.03,Placa 2M Beige,3874,3286
14642.04,Placa 2M Crema,3521,2992
14642.05,Placa 2M negro,3521,2992
14642.06,Placa 2M blanco Granito,3521,2992
14642.20,Plate 2M Reflex matt silver,12975,11008
14642.22,Placa 2M champaîƒ mate.,12109,10277
14642.40,Placa 2M Reflex Ceniza,6840,5807
14642.41,Placa 2M Reflex Nieve,9076,7706
14642.43,Placa 2M reflex ambar.,7521,6387
14642.44,Plate 2M Reflex Menta,7739,6571
14642.47,Placa 2M Reflex Esmeralda,6840,5807
14642.48,Plate 2M Reflex Naranja,7739,6571
14642.50,Placa 2M Reflex Zafiro,7092,6025
14642.51,Placa 2M Reflex Rubi,9420,7992
14653.01,Placa blanca marca VIMAR Italiano,4924,4185
14653.02,Placa Marfil marca VIMAR Italiano,3731,3168
14653.03,Placa beige marca VIMAR Italiano,3756,3185
14653.04,Placa crema marca VIMAR Italiano,3815,3235
14653.05,Placa negra marca VIMAR Italiano,3832,3252
14653.06,Placa blanco granito marca VIMAR Italian,3941,3345
14653.20,Placa 3M Plata mate. marca VIMAR Italiano.,12319,10454
14653.21,Placa 3M nickel mate.,12361,10487
14653.22,Placa champaîƒ mate marca VIMAR Italiano,17294,14672
14653.23,Placa 3M marron iridiscente. marca VIMAR Italiano.,21303,18076
14653.31,Placa 3M Tecn. fresno.,29462,25000
14653.32,Placa 3M tecn. abeto.,19345,16420
14653.33,Placa 3M tecn. makore.,42647,36185
14653.40,Placa ceniza reflex marca VIMAR Italiano,7227,6134
14653.41,Placa nieve reflex marca VIMAR Italiano,9866,8370
14653.42,Placa 3M Reflex Aire.,6992,5933
14653.43,Placa 3M Ambar.,7462,6336
14653.44,Placa Menta Reflex marca VIMAR Italiano,7218,6126
14653.45,Placa agua reflex marca VIMAR Italiano,7286,6176
14653.46,Placa 3M Reflex Cedro.,6992,5933
14653.47,Placa Esmeralda Reflex marca VIMAR Itali,7286,6176
14653.48,Placa Naranja Reflex marca VIMAR Italian,8975,7622
14653.50,Placa Safiro Reflex marca VIMAR Italiano,7294,6185
14653.51,Placa Rubi Reflex marca VIMAR Italiano,7286,6185
14653.71,Placa 3M Metal Plata Metalizada. Vimar.,25950,22017
14653.74,Placa 3M metal Niquel Perlado. Marca Vimar.,39454,33479
14654.01,Placa blanca 4 modulos. Vimar,7261,6160
14654.41,Placa 4M reflex nieve.,11613,9857
14654.71,Placa 4M Metal Plata Metalizada. Vimar.,39294,33336
14657.01,Placa 7 modulos Color blanca.VIMAR,11412,9681
14657.41,Placa 7M Reflex Nieve.,16345,13866
14657.71,Placa 7M Metal Plata Metalizada. Vimar.,51563,43748
14666.01,Placa 1M Panel Blanca.,4412,3748
14690.01,Placa 14 Modulos Linea Plana. Color Blanco.,26790,22731
14691.01,Placa 21M. Blanca.,0,0
14747.16,Vimar,8,8
14772,Luz piloto precableada. 120V. Rojo.,6185,5252
14FCZ2-39-UNV-L840-C,Luminaria volumé¨rica Clean Room 30x120 - 3900 lm - 120-277V. - 4.000ï½°,1064294,903034
14FCZ2-39-UNV-L840-R,Luminaria volumé¨rica Clean Room 30x120 - 3900 lm - 120-277v - 4.000K,1064286,903034
14FCZ2-39-UNV-L940-C,Luminaria volumé¨rica Clean Room 30x120 - 3900 lm - 120-277v - 4.000K,1017748,863546
14FCZ2-60HE-UNV-L940,Luminaria volumé¨rica Clean Room 30x120 - 6000 lm - 120-277v - 4.000K,1587664,1347109
14PAR30NFL-LED3,Bombilla PAR30 de 14W. LEDs. Haz abierto. 3.000ï½°K,323496,274479
14PAR30SP-LED3K,Bombilla PAR30 de 14W. LEDs. Haz Cerrado. 3.000ï½°K,323496,274479
150439,Convertidor de USB a 485.,285714,0
150PAR38,Bombilla reflectora  intemperie 150W.120V. FL,12319,10454
150PAR38-AZ,Bombilla PAR38 150W. Color Azul.,19647,16672
150PAR38-R,Bombilla PAR38 150W. Color Rojo..,19647,16672
150PAR38-V,Bombilla PAR38 150W. Color Verde.,10916,9261
151205005-1,SUM TABLEROS DE ILUMINACION CON SISTEMA EM,2142866,1818185
151205005-2,SUM ACOMETIDA PROVISION ZONA HORNO,6769479,5743807
151205005-3,SUM MARCOS Y REFUERZOS EN CIELO FALSO,8866345,7522958
1523-4K,Luminara de Exterior tipo estaca. LED 6W. 4K. 120-,145471,123429
1523-GU10-BK,Luminara de Exterior tipo estaca. LED GU10. Max. 10W. 120-240V.,80185,68042
1531-4K,Luminaria tipo Wall-Pack de LED. 6W. 4K.,177933,150975
1551-4K,Luminaria tipo Wall-Pack de LED. 1W. 4K.,49821,49821
1552-4K,Luminaria tipo Wall-Pack de LED. 2W. 4K.,56968,56968
1552-4K-BK,"Luminaria tipo Wall-Pack de LED. 2W. 4,000ï½°K. 120-240V. Color Negro.",110714,93941
15603-BK,Bolardo de Exterior decorativo. LED 9W. 120-240V. 3.000ï½°K. Color negro,240538,204092
15D5A340,Interruptor atornillable 3x40.,202353,0
15DAR111LED30V24,Bombilla AR111  LED. 15W.  3.000ï½°K. 100-277V DIM.,107143,90916
15YDLED0015MV30N,Bala Dowlight redonda incrustar 15W. 3.000ï½°K. Color Negro.,48036,40758
16021,Interruptor 1P 16AX luminoso gris.,10765,9134
16025,Conmutador 1P 16AX lum.so gris,12521,10622
1612-4K,Luminaria tipo Wall-Pack de LED. 2W. 4K.,70613,59916
16246,Toma corriente doble + tierra. 15A. IDEA.,10958,9303
16247,Toma corriente + tierra. IDEA.,9630,8168
16331,Toma de conector tipo F hembra gris,13193,11193
16335,Toma telefonico  RJ11 gris,23950,20319
16434,terminal macho con retencion 18-14 AWG.,118,101
16462-E,Toma corriente 220V. Color Negro.,42500,36061
16542,Mî‰˜ulo ciego frontal liso gris,1672,1420
165HB/LED/840/ND,Bombilla de LED de 165W. 4.000ï½°K. 50K Horas.  para reemplazo de Metal,339294,287882
1662000,"Grilletes para la gualla en refe. 1/16"".",210,185
16713,Soporte 3M con tornillos IDEA.,2025,1723
16733.36,Placa classica 3M met.cromo,29311,24866
16747.15,Placa Vimar Idea,17866,15160
16763.43,Placa rondo 3M Tecn. Makore.,24647,20916
16831.01,Marco para soporte orientable blanco,8,8
170212,Conectores de resorte para cable calibre 4 mm a 10 mm (12 a 8 AWG).,891,756
17105/87/06,Aplique de Exterior Rectangular. E27. 23W. IP44. Gris.,68504,58126
17105/93/06,Aplique de Exterior Rectangular. E27. 23W. IP44. Negro.,173538,147244
1755-E,INTERRUPTOR TRIPLE DECORA 15A-120V NEGRO.,45179,38333
1755-W,INTERRUPTOR TRIPLE DECORA 15A 120V BLANCO,45899,38941
177150,Luminaria piso vacia asimetrica.,401790,340916
1778,Bombilla de LED 9W. PAR30. 4.000ï½°K. 100 - 240V 720 lm carcaza negra,37588,31891
1781309,Contactor TE 3P 9A LC1D09 220V.,162218,137639
1800063,Aplique halogeno panalite DTSA.,12143,10311
18001,Vimar,8,8
180388,Prensa estopa para cable multiconductor 4x4 mm (12 AWG).,1966,1672
1807BAO,Estaca para GU10 IP65 negra.,54622,46353
18080,Vimar,8,8
18080.C,Vimar,8,8
18080.E,Vimar,26790,22731
18080.V,Vimar,8,8
18090,Vimar,8,8
18145,Vimar,8,8
1817-4K,Aplique de Pared de LED. 6W. 4000ï½°K. 120-2,55891,47429
18245,Vimar,8,8
18246,Toma doble 2P+T 15A. 127V.,17798,15101
18246.B,Toma doble 2P+T 15A. 127V. Blanco,8933,7580
18334,Vimar,8,8
18335,Vimar,8,8
18337,Conector telefono RJ45 8/8 gris.,8,8
18540,Modulo ciego frontl estriado gris.,8,8
18557,Vimar,8,8
18713,Soporte 3M con tornillos. Gris.,1874,1588
18719,Vimar,8,8
18733,Pulsador + LED NA 22mm. 220V.,15899,13487
18YDL430MV65B,Bala Led de 18W. 6.000ï½°K. 120V.,14769,12531
18YDLED430MV40B,Panel LED de empotrar.18W.4.000K.100-240V. Color Blanco.,18773,15933
1900034432,DRIVER 8W 350 MAMP ES,67866,57580
1900036010,Driver fuente 10V.D.C 1.3 Amp- 120-240V IP-20 MW.,330361,280311
1900630005,Linear light Flex siliconado IP68x30 LED WW SZ.,137504,116672
19301,Selector de muletilla 3 Posiciones.,15345,13025
19902.00,Terminal plana de diametro 4.2 mm UP ESCUBEDO.,14739,12504
19908.00,"Terminal macho 6,3 45 gr D.4,2 lat.nt",92,84
19SIM150 /M1-50,REGLETA S66 DE 50 PARES MARCA SIEMON,41765,35437
19SIS89D /S89D,BASE REGLETA S66 DE 50 Y 100 PARES MARCA SIEMON,11588,9832
1N4004,Diodo Rectificador de 1A.,92,76
1N4007,Diodo 1N4007,76,67
1X410,Interruptor de paso lampara nacional.,655,555
1Y FC NBD EXCH AP-50,Aruba 1Y FC NBD Exch AP-505 SVC  [for R2H28A],579605,491790
1YFCNBDEXCH6000,Aruba 1Y FC NBD Exch 6000 24G CL4 4SFP SVC [for R8N87A].,334244,283605
2-F02.005.4008,"Diseîƒ«, Suministro e instalacion de Iluminacion para entrada MAKRO Cum",1593546,1351975
200-0432,Lengueta en acero zincado largo de 45mm altura 32mm.Dirak.,2866,2429
200-9107,Inserto paleton doble 3mm espiga.Dirak,4647,3941
200-9401.00,Cierre cuarto  de vuelta con manilla en L. sin cerradura  en poliamida,48042,40765
200-9402,Cierre 1/4 de vuelta manilla en L.,58933,50000
200-9601,Adaptador para barras redondas. sin ojete.,2681,2277
200.0416,lengueta h=16mm.,3361,2849
200.0416.00,lengueta H=16MM/ L=45MM.,2546,2160
200.0426.00,"Lengueta L=45MM, H=26MM.",4294,3639
200.0635.00,Lengueta de acero cincado de H.35mm y L.45mm,4571,3882
200.3602.03,GUia de barra para cierre de tres puntos.,2681,2277
200.5318.00,Lengueta en poliamida.,2681,2277
200.9001,Carcaza en zamak cromado.,5000,4244
200.9005.00,Carcasa con tuerca para cerradura de pestillo.,6345,5387
200.9048.00,Cierre muletilla plastica.,4294,3639
200.9077.00,Carcaza con tuerca en poliamida negra.,4437,3765
200.9108,Inserto paleton zamak cromado.,5294,4487
200.9112,Inserto hexagonal hembra.,0,0
200.9118.00,Inserto paleton doble 5 mm.,6866,5824
200.9132-C,Cerradura tipo paleton.Completa.,19294,16370
200.9132.00,Accionamiento paleton doble.,7866,6672
200.9173.00,"Inserto tipo muletilla, en poliamida.",8866,7521
200.9301.00,Cierre de muletilla sin cerradura con tapon.,24294,20613
200.9302.00,Cierre Muletilla con llave. Marca Dirak.,32143,27277
200.9365.00,Cierre muletilla con candado.,41437,35160
200.9402.00,Cierre manilla poliamida,84294,71521
200.9516..00,Lengueta 3 puntos.,16000,13580
200.9601,Adaptador para cierre de tres puntos.,0,0
20011,Aviso de precauciî‰¢ para cerca elé¦—trica.,11109,9429
2001S,Plafon a techo rosca E27 bomba opal.,112679,95606
2009420.00,"Cierre cuarto de vuelta con manilla en L, IP65 Zamac cromado y llave D",0,0
201-9020.11,Barras redondas de 90 cm de longitud.,8395,7126
204-0107,LLave forma A paleton doble.3.DiraK,5000,4244
204.0408.03,LLave para accionamiento  paleton 5MM.,2866,2429
207-9238,Cierre maneta abatible  en poliamida.,68756,58336
207-9516,Lengueta de 3 puntos.DiraK.,16000,13580
209-0301,Perfil de hermetizado para puerta.Dirak.,4109,3487
209-0704,Perfil hermetizado para puerta.Dirak,10000,8487
20DYSNLED009V30N,Cilindro para sobreponer en techo. LED. 20W. 3.000ï½°K. 120V. Color Negr,315824,267975
20MR11,Bombilla halogena minidicroica 20W. MR11.,3345,2840
20MR16,Bombilla dicroica 20W.MR16.,2462,2092
20MR16-PL,Bombilla halogena dicroica 20W.  MR-16 marca PlusRite. 3 meses de Gara,1151,975
20W-12V,Bulbo halogeno de 20W. 12V.,7143,6067
20W12V-G4,Bulbo halogeno 20W. 12V.G4.,1739,1479
2105023012,Luminaria 30x120 Led Clean Room 5k 41w Ac 120-277 Incluye Marco,980412,831866
210502E3000,Luminaria 300x300X95 Led Clean Room 5k 21.42w Ac 120-277 Incluye Marco,557176,472756
210502E3006,Luminaria 60x60 Led Clean Room 5k 42w Ac 120-277 Incluye Marco,952419,808113
210502E3021,Luminaria 30x120 Led Clean Room 5k 55w Ac 120-277 Incluye Marco,1042605,884630
210503E3005,Luminaria Cleam Room con acrilico Opal. 5.000ï½°K. 8800lm. 0-10V. 120-277V. Color,1063682,902518
211-9209.00,Semicilindro de perfil para maneta abatible.,50000,42429
212.9101.00,Bisagra completa en poliamida. 180ï½°.,4504,3824
213-0203-03,Asidero de estribo 150 mm.en poliamida Dirak.,14294,12126
213001001020,Driver y controlador DMX CD-200 100-240V Colorbeam.,375000,318185
213051796001,Asidero manija en dirak acero anodizado.,17504,14849
214037002200,Spotlight LED MS-1 RGBW 50W 30deg IP67 Colorbeam.,1571437,1333336
218-9202.00,Bisagra combinasble o atornillable descolgable.,58042,49244
218-9204.00,Bisagra 60x60 negra. DiraK.para tornillo M8.,36471,27731
219-9101.00,Bisagra atornillable 3 cubos para montaje en puerta.,28571,24244
22.317.3301.80,Socket E-27 policarbonato.Marca BJB,1042,882
22.317.3401.50,"Socket E-27 en policarbonato, marca BJB.",0,0
22.317.4001.50,BJB,1059,899
22.328.3901.50,BJB,739,630
220-1040.00-000,Lengueta. Dirak,2866,2429
220-9119,Inserto  hexagonal hembra entre caras 4 con llave. Dirak,4471,3790
220-9501,"Cierre de cuarto de vuelta en poliamida, negra para inserto, fijaciî‰¢",4471,3790
220M,Resistencia 1/2W. 220 OHM.,42,34
2214210,Conector para terminal macho UP-LOK de 2 vias.,387,328
2214310,"Conector para terminal macho UP LOK de 3 vias,marca UP escubedo ESpaîƒ",471,395
2214910,Conector para terminal macho UP LOck. 9 vias.,1059,899
2215210,Conector para terminal hembra UP LOK de 2 vias.,420,361
2215310,"Conector para terminal hembra,UP LOK de 3 vias,marca : UP Escubedo ESp",471,395
2215910,Conector para terminal hembra  Up lock. 9 vias.,1059,899
224.9101.00,Bisagra atornillable. Dirak,25000,21218
224.9102.00,BIsagra atornillable. Dirak.,58042,49244
225-1510,Empaque adhesivo 15x10 mm.,6252,5311
225-2005,Empaque adhesivo 20x5 mm.,6319,5361
225.1004.00,Empaqie de 10x4.,2504,2126
225.1505.00,Empaque adhesivo aislante perfil 15mm de ancho x 5mm de alto.,2866,2429
2253-4K,Aplique de Pared de LED. 6W. 4000ï½°K. 120-2,114202,96899
229.0501.00,Estribo de soporte.,17504,14849
22FCZ2-50VHE-UNV-L84,Luminaria volumé¨rica Clean Room 60x60 - 5000 lm - 120-277v - 4.000K,1465496,1243454
22FCZ2-60VHE-UNV-L84,Luminaria volumé¨rica Clean Room 60x60 - 6000 lm - 120-277v - 4.000K,2929280,2485450
22FCZ2-80VHE-UNV-L84,Luminaria volumé¨rica Clean Room 60x60 - 8000 lm - 120-277v - 4.000K,1587664,1347109
22MK400H,Monitor 22ãƒ»pulgadas,705361,598487
22P188A,CABLE ANTIF 1X8+8 PROC,7647,0
22P228A,CABLE ANTIF 2X8+8 PROC,12143,10311
22P388A,CABLE ANTIF 3X8+8 PROC,17681,15000
231-304,"Conector hembra para 1 conductor 2,5 mm, paso 5,08 mm, 4 polos.",14866,12613
231-634,"Conector macho, 1 conductor 2,5 mm, paso 5,08 mm, 4 polos.",16076,13639
2353-10,Tubo Led con base. 18W. 6.000 K.,8042,6824
2365-RLED,Reflector LED Solar 200W. 6.500ï½°K IP65.,301790,256067
2367-43,Reflector LED 50W. con Sensor. 120-265V 6.500ï½°K IP65.,55185,46824
245000PS100W,Fuente magnetica 100W. 48V.,303393,257424
245000RI1M,Riel magné¨ico de incrustar de 1Metro. Color Negro. 48V.IP20. 85-265V.,106966,90765
245000RI2M,Riel magnetico de incrustar de 2 Metros. Color Negro. 48V.IP20. 85-265V.,213933,181521
245000RI3M,Riel magnetico de incrustar de 3 Metros. Color Negro. 48V.IP20. 85-265V.,320714,272126
245000RS2M,Riel magné¨ico de sobreponer. 2 metros. Color negro.,214107,181667
245000RSM1,Riel Magné¨ico de sobreponer a 48V. 1 metro,106964,90758
245000RSM3,Riel de 3 metros.,320893,272273
24500110CA,Spot lineal fija de Incrustar.10W. 30cms. IP20. 85-265V.Color Negro.,44471,37731
24500110WNECIL,Cilindro descolgar de 10W. 4.000ï½°K.,142321,120758
24500110WNESPOT,Spot magnetico negro de 36ï½°.Led COB incorporado de 10W-48V.3200 K.,98036,83182
24500112WCAREJ,Spot fijo 12W. 3.200ï½°K.,53395,45311
24500112WNEREJ,Spot magnetico lineal antideslumbrante escualizable.Color Negro.12W-48V.4.000 K.,231964,196818
24500120WNESPOT,Spot magnetico en aluminio inyectado. 20W. 4.000ï½°K. IP20. Color negro.,124821,105909
24500130WNELIN,Spot lineal de 30W. 60cms 4.000ï½°K.,88929,75455
2450016WNEREJ,Spot magnetico en aluminio inyectado de incrustar. 6W. 4.000ï½°K. IP20. Color negr,37321,31667
24500PS100W,Driver LED magnetico. 100W. DC 48V. Incrustar. Color Negro.,303393,257424
24500RI1M,Riel magnetico en aluminio inyectado de incrustar. 1 metro. 48V. Incluye tapas f,106964,90758
24603S,Cubierta Hidrobox Intemperie.,29605,25118
24777-S,Luminaria de emergencia de uso industrial. 3.000 Lm.,562504,477277
2479-S,Aplique de plafon de techo ref. 2479-S.,89294,75765
24CORNERCO,Conector 48VDCNE.,26613,22580
24FCZ2-100VHE-UNV-L8,Luminaria volumé¨rica Clean Room 60x120 - 10000 lm - 120-277v - 4.000K,1709748,1450697
24INCHORZO,Conector esquinero para riel de incrustar magnetico en aluminio inyectado.Color,35538,30160
24INPUTCO,Conector entrada con cable.,35538,30160
24STREIGHHTCO,Conector lineal magnetico para riel. Incluye borneras.,19464,16515
24STREIGHTCO,Conector recto para unir un riel con otro en policarbonato inyectado. Color Negr,19464,16515
